has from address,has from displayed name,has reply address,has reply displayed name,has return address,from and correspondant address similarity,displayed name and local part similarity of form,displayed name and local part similarity of reply,from has common email provider,correspondant address has common email provider,if sender impersonates something,from suspiciopus level,if reply address impersonates something,reply address suspiciopus level,from full length cotinet,from displayed name length cotinet,from address length cotinet,from local-part length cotinet,from domain length cotinet,correspondant full length cotinet,correspondant displayed name length cotinet,correspondant address length cotinet,correspondant local-part length cotinet,correspondant domain length cotinet,number of receivers (To) cotient,number of CCs cotient,PASS SPF,Subject is empty,Subject has unusual characters,Subject number of words cotient,Subject length cotient,Subject number of digits cotient,Subject number of caps cotient,Subject number of lows cotient,Subject is Fwd,Subject is Re,Subject Authority,Subject Urgency,Subject Scarcity,Subject Social Proof,Subject Liking,Subject Reciprocity,Subject Consistancy,Subject Punctuation,Text is blank,Text has HTML,Text number of headings cotient,Text number of paragraphs cotient,Text number of URLs cotient,Text number of distict URLs cotient,Text number of mailto URLs cotient,Text number of http(s?) URLs cotient,Text number of images cotient,Text number of buttons cotient,Text number of scripts cotient,Text number of words cotient,Text number of characters cotient,Text has unusual characters,Text Authority,Text Urgency,Text Scarcity,Text Social Proof,Text Liking,Text Reciprocity,Text Consistancy,Text Punctuation,Text Grammar,Text Sensitive Information,Attachments total-number cotient,Inline total-number cotient,Attachments variety,Inlines variety,IS PHIS
1,1,0,0,1,1.0,0.2,0,0,0,1,1,0,0,0.02,0.045454545454545456,0.037037037037037035,0.125,0.05555555555555555,0.037037037037037035,0,0.037037037037037035,0.125,0.05555555555555555,1.0,1.0,0,0,0,0.2,0.02702702702702703,0,1.0,0.03225806451612903,0,0,1,1,0,1,1,1,1,1,0,1,0,0.16666666666666666,0.5,0.5,0,0.5,0.5,0,0,0.09090909090909091,0.015625,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,1,1,1.0,0.15384615384615385,0.15384615384615385,0,0,1,1,1,1,0.041666666666666664,0.1111111111111111,0.08333333333333333,0.25,0.14285714285714285,0.041666666666666664,0.1111111111111111,0.08333333333333333,0.25,0.14285714285714285,1.0,0,1,0,0,0.125,0.022222222222222223,0,0.25,0.030303030303030304,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0.1111111111111111,0.1111111111111111,0,0.1111111111111111,0.16666666666666666,0,0,0.0010787486515641855,0.0005770340450086555,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,0.3652173913043478,0.35294117647058826,0,0,0,1,1,0,0,0.02564102564102564,0.1111111111111111,0.037037037037037035,0.125,0.05555555555555555,0.011111111111111112,0,0.011363636363636364,0.01639344262295082,0.038461538461538464,1.0,0,1,0,0,0.16666666666666666,0.027777777777777776,0,0.25,0.04,0,0,1,1,0,1,1,1,1,1,0,1,0,0.038461538461538464,0.02857142857142857,0.02857142857142857,0,0.02857142857142857,0.017241379310344827,0,0,0.001851851851851852,0.00033829499323410016,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,0.0784313725490196,0.10526315789473684,0,0,0,1,1,0,0,0.027777777777777776,0.06666666666666667,0.05555555555555555,0.25,0.07692307692307693,0.011764705882352941,0,0.011904761904761904,0.016666666666666666,0.043478260869565216,1.0,0,1,0,0,0.16666666666666666,0.024390243902439025,0,0.3333333333333333,0.03125,0,0,1,1,0,1,1,1,1,1,0,1,1.0,0.07692307692307693,0.05263157894736842,0.05263157894736842,0,0.05555555555555555,0.09090909090909091,0,0,0.0013831258644536654,0.0002092925910422771,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0.34545454545454546,0.09090909090909091,0,0,0,1,1,0,0,0.015384615384615385,0.02702702702702703,0.04,0.14285714285714285,0.058823529411764705,0.011494252873563218,0,0.011764705882352941,0.016666666666666666,0.041666666666666664,1.0,0,1,0,0,0.1,0.019230769230769232,1.0,0.3333333333333333,0.027777777777777776,0,0,1,1,0,1,1,1,1,1,0,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0.5,0,0,0.015151515151515152,0.0029154518950437317,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,1.0,0.09523809523809523,0,0,0,1,1,0,0,0.021739130434782608,0.1,0.030303030303030304,0.09090909090909091,0.047619047619047616,0.02857142857142857,0,0.030303030303030304,0.09090909090909091,0.047619047619047616,1.0,0,1,0,0,0.16666666666666666,0.021739130434782608,0.0625,1.0,0.043478260869565216,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0.02702702702702703,0.02702702702702703,0,0.02702702702702703,0.047619047619047616,0,0,0.000835421888053467,0.0003944773175542406,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,1.0,0.11764705882352941,0,0,0,1,1,0,0,0.01818181818181818,0.043478260869565216,0.034482758620689655,0.09090909090909091,0.058823529411764705,0.034482758620689655,0,0.034482758620689655,0.09090909090909091,0.058823529411764705,1.0,0,1,0,0,0.3333333333333333,0.03571428571428571,0.125,1.0,0.07142857142857142,0,0,1,1,0,1,1,1,1,1,0,1,0,0.05555555555555555,1.0,1.0,0,1.0,0,0,1.0,0.0064516129032258064,0.0010604453870625664,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,1.0,0.2702702702702703,0,0,0,1,1,0,0,0.015151515151515152,0.04,0.02631578947368421,0.08333333333333333,0.04,0.02631578947368421,0,0.02631578947368421,0.08333333333333333,0.04,1.0,0,1,0,0,0.16666666666666666,0.022727272727272728,0,0.16666666666666666,0.03225806451612903,0,0,1,1,0,1,1,1,1,1,0,1,0,0.16666666666666666,0.05,0.05,0,0.05,0.1111111111111111,0,0,0.0029069767441860465,0.0005202913631633715,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,0,1,1.0,0.11764705882352941,0,0,0,1,1,1,1,0.01694915254237288,0.037037037037037035,0.034482758620689655,0.14285714285714285,0.047619047619047616,0.034482758620689655,0,0.034482758620689655,0.14285714285714285,0.047619047619047616,1.0,0,1,0,0,0.2,0.04,0,1.0,0.05263157894736842,0,0,1,1,0,1,1,1,1,1,0,1,0,0.0625,0.125,0.125,0,0.125,0.3333333333333333,0,0,0.004464285714285714,0.0008361204013377926,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,0,0,0,1,0.36363636363636365,0,0,0,1,1,1,0,0,0.08333333333333333,0,0.08333333333333333,0.125,0.3333333333333333,0.018518518518518517,0,0.018518518518518517,0.022727272727272728,0.1111111111111111,1.0,0,1,0,0,0.09090909090909091,0.016666666666666666,0,0.1,0.02702702702702703,0,0,1,1,0,1,1,1,1,1,0,1,1.0,0.14285714285714285,0.25,0.25,0,0.25,0.3333333333333333,0,0,0.005319148936170213,0.0008244023083264633,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,1.0,0.12,0,0,0,1,1,0,0,0.014084507042253521,0.05555555555555555,0.02,0.03125,0.058823529411764705,0.02,0,0.02,0.03125,0.058823529411764705,1.0,1.0,1,0,0,0.1,0.014084507042253521,0.05,0.16666666666666666,0.03125,0,0,1,1,0,1,1,1,1,1,0,1,0,0.3333333333333333,0,0,0,0,0,0,0,0.014925373134328358,0.0016313213703099511,1,1,1,0,1,1,1,1,1,1,1,1.0,0,1.0,0,1
1,1,0,0,0,0,0.7741935483870968,0,1,0,1,1,0,0,0.022727272727272728,0.06666666666666667,0.038461538461538464,0.0625,0.1111111111111111,0,0,0,0,0,1.0,0,0,0,0,1.0,0.1111111111111111,0,1.0,0.14285714285714285,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1.0,0,1.0,0,0
1,1,0,0,1,0.6666666666666666,0.2727272727272727,0,0,0,1,1,0,0,0.02631578947368421,0.07142857142857142,0.047619047619047616,0.125,0.08333333333333333,0.047619047619047616,0,0.047619047619047616,0.125,0.08333333333333333,1.0,0,0,0,0,0.1111111111111111,0.020833333333333332,0,0.1111111111111111,0.03333333333333333,0,0,1,1,0,1,1,1,1,1,0,1,1.0,0,0.2,0.2,0,0.2,0.25,0,0,0.125,0.023255813953488372,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0.5309734513274337,0.18181818181818182,0,0,0,1,1,0,0,0.02040816326530612,0.1111111111111111,0.02702702702702703,0.07692307692307693,0.043478260869565216,0.012987012987012988,0,0.013157894736842105,0.022222222222222223,0.03333333333333333,1.0,0,1,0,0,0.1111111111111111,0.022727272727272728,0,0.3333333333333333,0.030303030303030304,0,0,1,1,0,1,1,1,1,1,0,1,0.5,0,0.5,0.5,0,0.5,1.0,0,0,0.014925373134328358,0.0013477088948787063,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,0,1,1.0,0.23076923076923078,0,0,0,1,1,1,1,0.025,0.05263157894736842,0.05555555555555555,0.14285714285714285,0.1,0.05555555555555555,0,0.05555555555555555,0.14285714285714285,0.1,1.0,0,1,0,0,0.04,0.0072992700729927005,0.25,0.05263157894736842,0.011627906976744186,0,0,1,1,0,1,1,1,1,1,0,1,0.5,1.0,0.012195121951219513,0.012195121951219513,0,0.012195121951219513,0.030303030303030304,0,0,0.002702702702702703,0.00039416633819471815,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,0.46808510638297873,0.2222222222222222,0,0,0,1,1,1,1,0.022727272727272728,0.09090909090909091,0.03333333333333333,0.14285714285714285,0.045454545454545456,0.058823529411764705,0,0.058823529411764705,0.14285714285714285,0.1111111111111111,1.0,0,1,0,0,0.5,0.058823529411764705,0,1.0,0.06666666666666667,0,0,1,1,0,1,1,1,1,1,0,1,0.3333333333333333,0.041666666666666664,0.09090909090909091,0.09090909090909091,0,0.09090909090909091,0.1,0,0,0.0017271157167530224,0.000321646831778707,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,1.0,0.0,0,0,0,1,1,1,1,0.037037037037037035,0.14285714285714285,0.058823529411764705,0.2,0.09090909090909091,0.058823529411764705,0,0.058823529411764705,0.2,0.09090909090909091,1.0,0,1,0,1,0.14285714285714285,0.02857142857142857,0,0.3333333333333333,0.045454545454545456,0,0,1,1,0,1,1,1,1,1,0,1,1.0,0.1111111111111111,0.1,0.1,0,0.1,0.125,0,0,0.005681818181818182,0.0008658008658008658,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1.0,0.21052631578947367,0.21052631578947367,0,0,1,1,1,1,0.029411764705882353,0.07142857142857142,0.058823529411764705,0.2,0.09090909090909091,0.029411764705882353,0.07142857142857142,0.058823529411764705,0.2,0.09090909090909091,1.0,0,1,0,0,1.0,0.1111111111111111,0.16666666666666666,0.5,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.2,0.02702702702702703,0,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,0,1
1,1,1,1,1,0.6666666666666666,0.75,0.2222222222222222,0,0,1,1,1,1,0.029411764705882353,0.125,0.043478260869565216,0.125,0.07142857142857142,0.027777777777777776,0.125,0.04,0.1,0.07142857142857142,1.0,0,1,0,0,0.14285714285714285,0.01639344262295082,0,0.2,0.020833333333333332,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0.045454545454545456,0.045454545454545456,0,0.045454545454545456,0.07142857142857142,0,0,0.0035211267605633804,0.0006963788300835655,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,0.16,0.0,0,0,1,1,1,1,1,0.03333333333333333,0.5,0.04,0.1,0.07142857142857142,0.04,0,0.04,0.06666666666666667,0.1111111111111111,1.0,0,0,0,0,1.0,0.5,0,0.5,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.020833333333333332,0.0033444816053511705,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,1.0,0.9285714285714286,0,0,0,1,1,0,0,0.022222222222222223,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.07692307692307693,0.03333333333333333,0,0.03571428571428571,0.07142857142857142,0.07692307692307693,1.0,0,1,0,0,0.09090909090909091,0.017857142857142856,0,0.14285714285714285,0.03333333333333333,1,0,1,1,0,1,1,1,1,1,0,0,0,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.16666666666666666,0,0,0,0.0018315018315018315,0.00018975332068311195,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,0.18518518518518517,0.13953488372093023,0,0,0,1,1,1,1,0.015384615384615385,0.03571428571428571,0.029411764705882353,0.06666666666666667,0.05555555555555555,0.05,0,0.05,0.125,0.09090909090909091,1.0,0,0,0,1,0.16666666666666666,0.018518518518518517,0,0.3333333333333333,0.022727272727272728,0,0,1,1,0,1,1,1,1,1,0,1,0.2,0,0.2,0.2,0,0.2,0.5,0,0,0.0045871559633027525,0.0009823182711198428,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0.20408163265306123,0.13333333333333333,0,0,0,1,1,0,0,0.02702702702702703,0.1111111111111111,0.037037037037037035,0.16666666666666666,0.05,0.045454545454545456,0,0.045454545454545456,0.14285714285714285,0.07142857142857142,1.0,0,0,0,0,0.2,0.034482758620689655,0.3333333333333333,0.2,0.0625,0,0,1,1,0,1,1,1,1,1,0,1,1.0,0,0.25,0.25,0,0.25,0.3333333333333333,0,0,0.04,0.006666666666666667,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,1,1,1.0,0.125,0.125,0,0,1,1,1,1,0.037037037037037035,0.1111111111111111,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.037037037037037035,0.1111111111111111,0.06666666666666667,0.14285714285714285,0.14285714285714285,1.0,0,1,0,1,0.2,0.022727272727272728,0.1111111111111111,1.0,0.03571428571428571,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0.1111111111111111,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0,0.0004095004095004095,0.0002941176470588235,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,1.0,0.7692307692307693,0,0,0,1,1,0,0,0.025,0.07692307692307693,0.041666666666666664,0.07692307692307693,0.1,0.038461538461538464,0,0.041666666666666664,0.07692307692307693,0.1,1.0,0,1,0,0,0.25,0.041666666666666664,0,0.07692307692307693,0.16666666666666666,1,0,1,1,0,1,1,1,1,1,0,1,0,0.01098901098901099,0.1111111111111111,0.16666666666666666,0.2,0.25,0,0,0,0.0015174506828528073,0.00019440124416796267,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,1.0,0.043478260869565216,0,0,0,1,1,0,0,0.014084507042253521,0.034482758620689655,0.02564102564102564,0.058823529411764705,0.047619047619047616,0.02564102564102564,0,0.02564102564102564,0.058823529411764705,0.047619047619047616,1.0,1.0,1,0,0,0.1111111111111111,0.02,0,0.09090909090909091,0.03571428571428571,0,0,1,1,0,1,1,1,1,1,0,1,0,0.07142857142857142,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0.002785515320334262,0.00046382189239332097,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,0,0,0,1,0.36363636363636365,0,0,0,1,1,1,0,0,0.08333333333333333,0,0.08333333333333333,0.125,0.3333333333333333,0.018518518518518517,0,0.018518518518518517,0.022727272727272728,0.1111111111111111,1.0,0,1,0,0,1.0,0.25,0,1.0,0.5,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0.1,0.1,0.1111111111111111,1.0,0,0,0,0.02702702702702703,0.0022471910112359553,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,0,0,0.7741935483870968,0,1,0,1,1,0,0,0.022727272727272728,0.06666666666666667,0.038461538461538464,0.0625,0.1111111111111111,0,0,0,0,0,1.0,0,0,0,0,0.5,0.09090909090909091,0,0.5,0.14285714285714285,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0,0,0,0,0.029411764705882353,0.0036496350364963502,0,1,1,0,1,1,1,1,1,1,1,0.1111111111111111,0,1.0,0,0
1,1,0,0,1,1.0,0.26666666666666666,0,0,0,1,1,0,0,0.029411764705882353,0.125,0.043478260869565216,0.14285714285714285,0.06666666666666667,0.043478260869565216,0,0.043478260869565216,0.14285714285714285,0.06666666666666667,1.0,0,0,0,0,0.125,0.024390243902439025,0,0.2,0.037037037037037035,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1.0,1.0,0,1.0,0,0,0,0.006578947368421052,0.0008658008658008658,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,0,1,0.45614035087719296,0.2222222222222222,0,0,0,1,1,1,1,0.017241379310344827,0.047619047619047616,0.029411764705882353,0.06666666666666667,0.05555555555555555,0.043478260869565216,0,0.043478260869565216,0.125,0.07142857142857142,1.0,1.0,1,0,1,0.125,0.023809523809523808,0,1.0,0.03333333333333333,0,0,1,1,0,1,1,1,1,1,0,1,0.25,0,0.125,0.125,0,0.125,1.0,0,0,0.005076142131979695,0.0012953367875647669,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0.23404255319148937,0.47058823529411764,0,0,0,1,1,0,0,0.025,0.08333333333333333,0.04,0.2,0.05263157894736842,0.014084507042253521,0,0.014492753623188406,0.02127659574468085,0.047619047619047616,1.0,0,1,0,0,0.07692307692307693,0.015384615384615385,0,0.25,0.02040816326530612,0,0,1,1,0,1,1,1,1,1,0,1,0,0.1,0.1,0.1,0,0.1,0.5,0,0,0.007751937984496124,0.0012755102040816326,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,0,1,0.29906542056074764,0.09523809523809523,0,0,0,1,1,0,0,0.017241379310344827,0.038461538461538464,0.034482758620689655,0.0625,0.08333333333333333,0.0125,0,0.01282051282051282,0.017241379310344827,0.05263157894736842,1.0,0,1,0,0,0.25,0.037037037037037035,0,1.0,0.045454545454545456,0,0,1,1,0,1,1,1,1,1,0,1,1.0,1.0,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,0.2,0,0,0.0033444816053511705,0.0009208103130755065,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,0,1,0.18518518518518517,0.07142857142857142,0,0,0,1,1,1,1,0.02,0.07692307692307693,0.029411764705882353,0.06666666666666667,0.05555555555555555,0.05,0,0.05,0.125,0.09090909090909091,1.0,1.0,0,0,0,0.0625,0.009345794392523364,0,0.14285714285714285,0.012048192771084338,0,0,1,1,0,1,1,1,1,1,0,1,0.3333333333333333,0,0.25,0.25,0,0.25,1.0,0,0,0.00641025641025641,0.0012674271229404308,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0.8837209302325582,0.631578947368421,0,1,1,1,1,0,0,0.03125,0.1111111111111111,0.05,0.1,0.1111111111111111,0.043478260869565216,0,0.043478260869565216,0.07692307692307693,0.1111111111111111,1.0,0,1,0,0,0.5,0.14285714285714285,0,0.5,0.25,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.006329113924050633,0.0010395010395010396,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,0.88,0.044444444444444446,0,1,1,1,1,0,0,0.017241379310344827,0.07692307692307693,0.023809523809523808,0.03125,0.1111111111111111,0.030303030303030304,0,0.030303030303030304,0.043478260869565216,0.1111111111111111,1.0,0,1,0,0,0.3333333333333333,0.06666666666666667,0,1.0,0.09090909090909091,0,0,1,1,0,1,1,1,1,1,0,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0.3333333333333333,0.03571428571428571,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,0,0,1,1.0,0.19047619047619047,0,0,0,1,1,0,0,0.02702702702702703,0.07142857142857142,0.045454545454545456,0.14285714285714285,0.07142857142857142,0.045454545454545456,0,0.045454545454545456,0.14285714285714285,0.07142857142857142,1.0,1.0,0,0,0,0.5,0.02857142857142857,0,0.5,0.03333333333333333,0,0,1,1,0,1,1,1,1,1,0,1,1.0,0,0.14285714285714285,0.14285714285714285,0,0.14285714285714285,0.3333333333333333,0,0,0.004291845493562232,0.0014265335235378032,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
1,1,1,0,1,0.17543859649122806,0.0,0,0,1,1,1,1,1,0.022727272727272728,0.09090909090909091,0.03333333333333333,0.125,0.047619047619047616,0.037037037037037035,0,0.037037037037037035,0.058823529411764705,0.1111111111111111,1.0,0,1,0,0,1.0,0.5,0,1.0,1.0,0,0,1,1,0,1,1,1,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0.05263157894736842,0.009259259259259259,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
